states,transshipment,actions1,actions2,rewards
"tensor([ 4564.,     0., 17636.,  1813.,     0.,     0., 20000.,     0.])",0,0,0,-9128
"tensor([ 6928.,     0.,  1813., 15629.,     0.,     0.,     0.,     0.])",0,16000,0,-23856
"tensor([ 5115.,     0., 15629., 29802.,     0.,     0., 16000.,     0.])",0,30000,0,-20230
"tensor([ 5486.,     0., 29802.,  3166.,     0.,     0., 30000.,     0.])",0,2000,0,-20972
"tensor([5684.,    0., 3166., 1904.,    0.,    0., 2000.,    0.])",0,4000,0,-21368
"tensor([ 4518.,     0.,  1904., 27700.,     0.,     0.,  4000.,     0.])",0,26000,0,-19036
"tensor([ 6614.,     0., 27700.,  4663.,     0.,     0., 26000.,     0.])",0,6000,0,-23228
"tensor([ 4914.,     0.,  4663., 24240.,     0.,     0.,  6000.,     0.])",0,22000,0,-19828
"tensor([ 6251.,     0., 24240., 14587.,     0.,     0., 22000.,     0.])",0,16000,0,-22502
"tensor([ 4011.,     0., 14587.,  8714.,     0.,     0., 16000.,     0.])",0,8000,0,-18022
"tensor([ 5424.,     0.,  8714., 22351.,     0.,     0.,  8000.,     0.])",0,24000,0,-20848
"tensor([ 4710.,     0., 22351.,   301.,     0.,     0., 24000.,     0.])",0,0,0,-9420
"tensor([ 6359.,     0.,   301., 29177.,     0.,     0.,     0.,     0.])",0,30000,0,-22718
"tensor([ 6058.,     0., 29177., 12903.,     0.,     0., 30000.,     0.])",0,12000,0,-22116
"tensor([ 6881.,     0., 12903., 29849.,     0.,     0., 12000.,     0.])",0,30000,0,-23762
"tensor([ 5978.,     0., 29849.,  7756.,     0.,     0., 30000.,     0.])",0,8000,0,-21956
"tensor([ 6129.,     0.,  7756., 20446.,     0.,     0.,  8000.,     0.])",0,20000,0,-22258
"tensor([ 6373.,     0., 20446., 26443.,     0.,     0., 20000.,     0.])",0,26000,0,-22746
"tensor([ 5927.,     0., 26443.,  2066.,     0.,     0., 26000.,     0.])",0,2000,0,-21854
