states,transshipment,actions1,actions2,rewards
"tensor([ 2404.,     0., 17636.,  1813.,     0.,     0., 18000.,     0.])",0,0,0,-4808
"tensor([ 2768.,     0.,  1813., 15629.,     0.,     0.,     0.,     0.])",0,16000,0,-15536
"tensor([  955.,     0., 15629., 29802.,     0.,     0., 16000.,     0.])",0,30000,0,-11910
"tensor([ 1326.,     0., 29802.,  3166.,     0.,     0., 30000.,     0.])",0,4000,0,-12652
"tensor([1524.,    0., 3166., 1904.,    0.,    0., 4000.,    0.])",0,2000,0,-13048
"tensor([ 2358.,     0.,  1904., 27700.,     0.,     0.,  2000.,     0.])",0,28000,0,-14716
"tensor([ 2454.,     0., 27700.,  4663.,     0.,     0., 28000.,     0.])",0,4000,0,-14908
"tensor([ 2754.,     0.,  4663., 24240.,     0.,     0.,  4000.,     0.])",0,24000,0,-15508
"tensor([ 2091.,     0., 24240., 14587.,     0.,     0., 24000.,     0.])",0,14000,0,-14182
"tensor([ 1851.,     0., 14587.,  8714.,     0.,     0., 14000.,     0.])",0,8000,0,-13702
"tensor([ 1264.,     0.,  8714., 22351.,     0.,     0.,  8000.,     0.])",0,22000,0,-12528
"tensor([  550.,     0., 22351.,   301.,     0.,     0., 22000.,     0.])",0,0,0,-1100
"tensor([  199.,     0.,   301., 29177.,     0.,     0.,     0.,     0.])",0,30000,0,-10398
"tensor([ -102.,     0., 29177., 12903.,     0.,     0., 30000.,     0.])",0,14000,0,-15100
"tensor([  823.,     0., 12903., 29849.,     0.,     0., 14000.,     0.])",0,30000,0,-11646
"tensor([ 1920.,     0., 29849.,  7756.,     0.,     0., 30000.,     0.])",0,8000,0,-13840
"tensor([ 2071.,     0.,  7756., 20446.,     0.,     0.,  8000.,     0.])",0,20000,0,-14142
"tensor([ 2315.,     0., 20446., 26443.,     0.,     0., 20000.,     0.])",0,26000,0,-14630
"tensor([ 1869.,     0., 26443.,  2066.,     0.,     0., 26000.,     0.])",0,2000,0,-13738
